2023-03-08 05:13:54.239Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 05:14:00.175Z | Connection update   | Networking     | 76561198040779291@steam preauthenticated from endpoint 185.216.201.36:63369.
2023-03-08 05:14:00.335Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:62138.
2023-03-08 05:14:00.457Z | Connection update   | Networking     | 76561198059412587@steam preauthenticated from endpoint 174.80.111.156:62495.
2023-03-08 05:14:00.925Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:49756.
2023-03-08 05:14:01.134Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:62147.
2023-03-08 05:14:01.236Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:52538.
2023-03-08 05:14:02.271Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:53281.
2023-03-08 05:14:07.967Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:49756. Player ID assigned: 13. Auth token serial number: q1jNeU/lToty1PuF
2023-03-08 05:14:08.002Z | Connection update   | Networking     | 76561198040779291@steam authenticated from endpoint 185.216.201.36:63369. Player ID assigned: 22. Auth token serial number: fla9DjOC7xwGFhgP
2023-03-08 05:14:08.008Z | Connection update   | Networking     | 76561198059412587@steam authenticated from endpoint 174.80.111.156:62495. Player ID assigned: 14. Auth token serial number: ESrj8CunPdmHpYxG
2023-03-08 05:14:08.027Z | Connection update   | Networking     | 76561198069178724@steam authenticated from endpoint 73.220.221.251:62138. Player ID assigned: 10. Auth token serial number: Inb2tktayzWYjWuX
2023-03-08 05:14:08.034Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 05:14:08.107Z | Connection update   | Networking     | Nickname of 76561198040779291@steam is now [FERNO].
2023-03-08 05:14:08.107Z | Connection update   | Networking     | Player [connId=2] (CharacterClassManager)) connected from IP 185.216.201.36 sent Do Not Track signal.
2023-03-08 05:14:08.190Z | Connection update   | Networking     | Nickname of 76561198059412587@steam is now Del Roo.
2023-03-08 05:14:08.214Z | Connection update   | Networking     | Nickname of 76561198069178724@steam is now Cole.
2023-03-08 05:14:08.829Z | Connection update   | Networking     | 76561198059487799@steam authenticated from endpoint 76.144.31.151:62147. Player ID assigned: 23. Auth token serial number: asAs2khY1/WUbR8Z
2023-03-08 05:14:08.879Z | Connection update   | Networking     | Nickname of 76561198059487799@steam is now Cake_.
2023-03-08 05:14:08.881Z | Connection update   | Permissions    | Cake_ (76561198059487799@steam) has been assigned to group SERVER OWNER.
2023-03-08 05:14:09.235Z | Connection update   | Networking     | 76561198849112755@steam preauthenticated from endpoint 68.226.199.208:58863.
2023-03-08 05:14:09.519Z | Connection update   | Networking     | 76561198129048837@steam authenticated from endpoint 68.59.76.46:52538. Player ID assigned: 21. Auth token serial number: ruNTldbomCW6MLkf
2023-03-08 05:14:09.637Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 05:14:09.637Z | Connection update   | Networking     | Player [connId=9] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 05:14:09.909Z | Connection update   | Networking     | 76561198049007127@steam authenticated from endpoint 65.99.39.41:53281. Player ID assigned: 4. Auth token serial number: eDKyh1owu04vtef2
2023-03-08 05:14:10.059Z | Connection update   | Networking     | Nickname of 76561198049007127@steam is now I AM STRANGLO.
2023-03-08 05:14:10.061Z | Connection update   | Permissions    | I AM STRANGLO (76561198049007127@steam) has been assigned to group ADMIN.
2023-03-08 05:14:35.508Z | Connection update   | Networking     | 76561198849112755@steam authenticated from endpoint 68.226.199.208:58863. Player ID assigned: 7. Auth token serial number: 5QKwDMqUTiO8Hmce
2023-03-08 05:14:35.609Z | Connection update   | Networking     | Nickname of 76561198849112755@steam is now ZorroStep.
2023-03-08 05:14:53.467Z | Game Event          | Logger         | Round has been started.
2023-03-08 05:16:42.319Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Facility Guard, has died. Specific death reason: Decayed in the Pocket Dimension..
2023-03-08 05:19:10.147Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as NtfCaptain.
2023-03-08 05:19:10.147Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as NineTailedFox!
2023-03-08 05:21:57.433Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Nine-Tailed Fox Captain, has been killed by ZorroStep (76561198849112755@steam) playing as: SCP-096. Specific death reason: Got slapped by SCP-096's right hand (ZorroStep)..
2023-03-08 05:22:22.294Z | Kill                | Class change   | [FERNO] (76561198040779291@steam), playing as Class-D Personnel, has died. Specific death reason: Decayed in the Pocket Dimension..
2023-03-08 05:22:23.819Z | Kill                | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Scientist, has died. Specific death reason: Unknown cause of death..
2023-03-08 05:22:23.829Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: Spectator (Spectator)
2023-03-08 05:22:45.669Z | Game Event          | Class change   | Player [FERNO] (76561198040779291@steam) respawned as ChaosRifleman.
2023-03-08 05:22:45.672Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as ChaosRifleman.
2023-03-08 05:22:45.672Z | Game Event          | Class change   | RespawnManager has successfully spawned 2 players as ChaosInsurgency!
2023-03-08 05:22:45.872Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:63846.
2023-03-08 05:22:53.822Z | Connection update   | Networking     | 76561198049007127@steam authenticated from endpoint 65.99.39.41:63846. Player ID assigned: 19. Auth token serial number: d4UNvugbbQNnUC7t
2023-03-08 05:22:53.988Z | Connection update   | Networking     | Nickname of 76561198049007127@steam is now I AM STRANGLO.
2023-03-08 05:22:53.990Z | Connection update   | Permissions    | I AM STRANGLO (76561198049007127@steam) has been assigned to group ADMIN.
2023-03-08 05:23:10.883Z | Remote Admin        | Class change   | I AM STRANGLO (76561198049007127@steam) changed role of player I AM STRANGLO (76561198049007127@steam) to Scientist.
2023-03-08 05:23:25.510Z | Remote Admin        | Administrative | I AM STRANGLO (76561198049007127@steam) teleported themself to player Cake_ (76561198059487799@steam).
2023-03-08 05:23:32.591Z | Connection update   | Networking     | 76561198170133703@steam preauthenticated from endpoint 134.114.223.254:61755.
2023-03-08 05:23:46.791Z | Connection update   | Networking     | 76561198170133703@steam authenticated from endpoint 134.114.223.254:61755. Player ID assigned: 25. Auth token serial number: 75ISrvL/fd4s9RMR
