2023-03-08 08:59:10.419Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 08:59:16.426Z | Connection update   | Networking     | 76561198040779291@steam preauthenticated from endpoint 185.216.201.36:61991.
2023-03-08 08:59:16.796Z | Connection update   | Networking     | 76561198170133703@steam preauthenticated from endpoint 134.114.223.254:54197.
2023-03-08 08:59:17.232Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:50838.
2023-03-08 08:59:17.518Z | Connection update   | Networking     | 76561198057006321@steam preauthenticated from endpoint 73.66.121.218:61302.
2023-03-08 08:59:17.606Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:50737.
2023-03-08 08:59:18.107Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:53683.
2023-03-08 08:59:18.155Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:49990.
2023-03-08 08:59:18.955Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:52816.
2023-03-08 08:59:23.519Z | Connection update   | Networking     | 76561198040779291@steam authenticated from endpoint 185.216.201.36:61991. Player ID assigned: 7. Auth token serial number: BTb7yilPoDbrjLer
2023-03-08 08:59:23.619Z | Connection update   | Networking     | Nickname of 76561198040779291@steam is now [FERNO].
2023-03-08 08:59:23.619Z | Connection update   | Networking     | Player [connId=6] (CharacterClassManager)) connected from IP 185.216.201.36 sent Do Not Track signal.
2023-03-08 08:59:23.687Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:50838. Player ID assigned: 9. Auth token serial number: lkFdYfWQ8HKMdF8/
2023-03-08 08:59:23.746Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 08:59:24.408Z | Connection update   | Networking     | 76561198057006321@steam authenticated from endpoint 73.66.121.218:61302. Player ID assigned: 12. Auth token serial number: SKyFlTBd9CVZbbb3
2023-03-08 08:59:24.442Z | Connection update   | Networking     | 76561198170133703@steam authenticated from endpoint 134.114.223.254:54197. Player ID assigned: 18. Auth token serial number: d65eeYY1clzM7Rgb
