2023-03-08 03:39:27.682Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 03:39:34.897Z | Connection update   | Networking     | 76561198059412587@steam preauthenticated from endpoint 174.80.111.156:64053.
2023-03-08 03:39:35.103Z | Connection update   | Networking     | 76561198211651404@steam preauthenticated from endpoint 162.250.131.76:12322.
2023-03-08 03:39:35.257Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:63836.
2023-03-08 03:39:35.395Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:59371.
2023-03-08 03:39:35.900Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:65495.
2023-03-08 03:39:35.998Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:50915.
2023-03-08 03:39:37.216Z | Connection update   | Networking     | 76561199073038986@steam preauthenticated from endpoint 47.227.158.0:39877.
2023-03-08 03:39:41.289Z | Connection update   | Networking     | 76561198069178724@steam authenticated from endpoint 73.220.221.251:63836. Player ID assigned: 1. Auth token serial number: GPRqiEFSUd4hxy5p
2023-03-08 03:39:41.354Z | Connection update   | Networking     | Nickname of 76561198069178724@steam is now Cole.
2023-03-08 03:39:41.438Z | Connection update   | Networking     | 76561198059412587@steam authenticated from endpoint 174.80.111.156:64053. Player ID assigned: 4. Auth token serial number: rEV9bVGpYzYHIFIH
2023-03-08 03:39:41.545Z | Connection update   | Networking     | Nickname of 76561198059412587@steam is now Del Roo.
2023-03-08 03:39:42.346Z | Connection update   | Networking     | 76561198211651404@steam authenticated from endpoint 162.250.131.76:12322. Player ID assigned: 19. Auth token serial number: iufpO7h2sumk2yAG
2023-03-08 03:39:42.429Z | Connection update   | Networking     | Nickname of 76561198211651404@steam is now Holo.
2023-03-08 03:39:42.865Z | Connection update   | Networking     | 76561198049007127@steam authenticated from endpoint 65.99.39.41:59371. Player ID assigned: 20. Auth token serial number: Skp8tGxIT8M/6Kfe
2023-03-08 03:39:43.036Z | Connection update   | Networking     | Nickname of 76561198049007127@steam is now I AM STRANGLO.
2023-03-08 03:39:43.045Z | Connection update   | Permissions    | I AM STRANGLO (76561198049007127@steam) has been assigned to group ADMIN.
2023-03-08 03:39:43.231Z | Connection update   | Networking     | 76561198849112755@steam preauthenticated from endpoint 68.226.199.208:64060.
2023-03-08 03:39:43.281Z | Connection update   | Networking     | 76561198059487799@steam authenticated from endpoint 76.144.31.151:50915. Player ID assigned: 21. Auth token serial number: YsgcJK42RCObqLf/
2023-03-08 03:39:43.331Z | Connection update   | Networking     | Nickname of 76561198059487799@steam is now Cake_.
2023-03-08 03:39:43.332Z | Connection update   | Permissions    | Cake_ (76561198059487799@steam) has been assigned to group SERVER OWNER.
2023-03-08 03:39:43.660Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:49216.
2023-03-08 03:39:45.161Z | Connection update   | Networking     | 76561198129048837@steam authenticated from endpoint 68.59.76.46:65495. Player ID assigned: 22. Auth token serial number: a/fnfG2kVQF2prF2
2023-03-08 03:39:45.277Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 03:39:45.277Z | Connection update   | Networking     | Player [connId=12] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 03:39:49.009Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:49216. Player ID assigned: 24. Auth token serial number: Bz4eWQJSif6ed0uN
2023-03-08 03:39:49.080Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 03:39:50.167Z | Connection update   | Networking     | 76561199073038986@steam authenticated from endpoint 47.227.158.0:39877. Player ID assigned: 23. Auth token serial number: UjD/u/7wwX3ntNui
2023-03-08 03:39:50.267Z | Connection update   | Networking     | Nickname of 76561199073038986@steam is now ripley.
2023-03-08 03:40:20.020Z | Connection update   | Networking     | 76561198849112755@steam authenticated from endpoint 68.226.199.208:64060. Player ID assigned: 25. Auth token serial number: 3fvGWlMFnculsuTd
2023-03-08 03:40:20.244Z | Connection update   | Networking     | Nickname of 76561198849112755@steam is now ZorroStep.
2023-03-08 03:40:33.292Z | Game Event          | Logger         | Round has been started.
2023-03-08 03:43:45.086Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Scientist, has been killed by Cole (76561198069178724@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (Cole)..
2023-03-08 03:43:58.849Z | Kill                | Class change   | ripley (76561199073038986@steam), playing as Class-D Personnel, has been killed by Cole (76561198069178724@steam) playing as: SCP-049. Specific death reason: Died to a heart-attack forced by SCP-049 (Cole)..
2023-03-08 03:44:00.516Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Class-D Personnel, has been killed by Cole (76561198069178724@steam) playing as: SCP-049. Specific death reason: Died to a heart-attack forced by SCP-049 (Cole)..
2023-03-08 03:44:28.865Z | Game Event          | Warhead        | Holo (76561198211651404@steam) cancelled the Alpha Warhead detonation.
2023-03-08 03:44:29.531Z | Game Event          | Warhead        | Holo (76561198211651404@steam) set the Alpha Warhead status to True.
2023-03-08 03:44:31.165Z | Game Event          | Warhead        | Holo (76561198211651404@steam) cancelled the Alpha Warhead detonation.
2023-03-08 03:44:58.537Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as Class-D Personnel, has been killed by Cole (76561198069178724@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (Cole)..
2023-03-08 03:45:15.251Z | Game Event          | Class change   | Player ripley (76561199073038986@steam) respawned as NtfCaptain.
2023-03-08 03:45:15.253Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as NtfSergeant.
