2023-03-08 08:13:00.151Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 08:13:06.433Z | Connection update   | Networking     | 76561198040779291@steam preauthenticated from endpoint 185.216.201.36:52823.
2023-03-08 08:13:06.453Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:52035.
2023-03-08 08:13:06.539Z | Connection update   | Networking     | 76561198170133703@steam preauthenticated from endpoint 134.114.223.254:51120.
2023-03-08 08:13:06.609Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:57931.
2023-03-08 08:13:06.682Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:52701.
2023-03-08 08:13:06.687Z | Connection update   | Networking     | 76561198057006321@steam preauthenticated from endpoint 73.66.121.218:56981.
2023-03-08 08:13:06.719Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:58619.
2023-03-08 08:13:07.053Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:59227.
2023-03-08 08:13:12.146Z | Connection update   | Networking     | 76561198040779291@steam authenticated from endpoint 185.216.201.36:52823. Player ID assigned: 20. Auth token serial number: MJVVVxEP7c4wtH3E
2023-03-08 08:13:12.246Z | Connection update   | Networking     | Nickname of 76561198040779291@steam is now [FERNO].
2023-03-08 08:13:12.246Z | Connection update   | Networking     | Player [connId=5] (CharacterClassManager)) connected from IP 185.216.201.36 sent Do Not Track signal.
2023-03-08 08:13:12.484Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:52035. Player ID assigned: 12. Auth token serial number: FZvzi0VSZW5nSnxe
2023-03-08 08:13:12.535Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 08:13:13.574Z | Connection update   | Networking     | 76561198170133703@steam authenticated from endpoint 134.114.223.254:51120. Player ID assigned: 9. Auth token serial number: QRwKttqjXc1XV0Mi
