2023-03-08 04:56:54.222Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 04:57:00.643Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:55890.
2023-03-08 04:57:00.781Z | Connection update   | Networking     | 76561198059412587@steam preauthenticated from endpoint 174.80.111.156:60983.
2023-03-08 04:57:00.838Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:59168.
2023-03-08 04:57:01.228Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:51533.
2023-03-08 04:57:01.354Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:62945.
2023-03-08 04:57:01.471Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:62786.
2023-03-08 04:57:08.036Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:55890. Player ID assigned: 3. Auth token serial number: YDUT7DyemKBdYmqp
2023-03-08 04:57:08.054Z | Connection update   | Networking     | 76561198059412587@steam authenticated from endpoint 174.80.111.156:60983. Player ID assigned: 17. Auth token serial number: 8JfL/2vqIsxFiUey
2023-03-08 04:57:08.074Z | Connection update   | Networking     | 76561198069178724@steam authenticated from endpoint 73.220.221.251:59168. Player ID assigned: 11. Auth token serial number: GgJbor/LESoKyyHX
2023-03-08 04:57:08.108Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 04:57:08.160Z | Connection update   | Networking     | Nickname of 76561198069178724@steam is now Cole.
2023-03-08 04:57:08.243Z | Connection update   | Networking     | Nickname of 76561198059412587@steam is now Del Roo.
2023-03-08 04:57:08.263Z | Connection update   | Networking     | 76561198049007127@steam authenticated from endpoint 65.99.39.41:62945. Player ID assigned: 6. Auth token serial number: BXZK/ubfSywfNHsF
2023-03-08 04:57:08.438Z | Connection update   | Networking     | Nickname of 76561198049007127@steam is now I AM STRANGLO.
2023-03-08 04:57:08.440Z | Connection update   | Permissions    | I AM STRANGLO (76561198049007127@steam) has been assigned to group ADMIN.
2023-03-08 04:57:08.908Z | Connection update   | Networking     | 76561198849112755@steam preauthenticated from endpoint 68.226.199.208:65367.
2023-03-08 04:57:09.209Z | Connection update   | Networking     | 76561198059487799@steam authenticated from endpoint 76.144.31.151:51533. Player ID assigned: 16. Auth token serial number: IwTMkswnlp80yMl3
2023-03-08 04:57:09.265Z | Connection update   | Networking     | Nickname of 76561198059487799@steam is now Cake_.
2023-03-08 04:57:09.277Z | Connection update   | Permissions    | Cake_ (76561198059487799@steam) has been assigned to group SERVER OWNER.
2023-03-08 04:57:09.980Z | Connection update   | Networking     | 76561198129048837@steam authenticated from endpoint 68.59.76.46:62786. Player ID assigned: 1. Auth token serial number: 7ufvywPZEzbOZL7b
2023-03-08 04:57:10.131Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 04:57:10.131Z | Connection update   | Networking     | Player [connId=15] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 04:57:10.211Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as None, has died. Specific death reason: Unknown cause of death..
2023-03-08 04:57:10.213Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Spectator (Spectator)
2023-03-08 04:57:35.523Z | Connection update   | Networking     | 76561198849112755@steam authenticated from endpoint 68.226.199.208:65367. Player ID assigned: 2. Auth token serial number: KfU9ScjGq86HYkAV
2023-03-08 04:57:35.695Z | Connection update   | Networking     | Nickname of 76561198849112755@steam is now ZorroStep.
2023-03-08 04:57:53.315Z | Game Event          | Logger         | Round has been started.
2023-03-08 04:58:15.155Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:62802.
2023-03-08 04:58:24.047Z | Connection update   | Networking     | 76561198040779291@steam preauthenticated from endpoint 185.216.201.36:55187.
2023-03-08 04:58:33.068Z | Connection update   | Networking     | 76561198129048837@steam authenticated from endpoint 68.59.76.46:62802. Player ID assigned: 18. Auth token serial number: oXs8Hpnz45k3XcNx
2023-03-08 04:58:33.220Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 04:58:33.220Z | Connection update   | Networking     | Player [connId=6] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 04:58:36.247Z | Connection update   | Networking     | 76561198040779291@steam authenticated from endpoint 185.216.201.36:55187. Player ID assigned: 12. Auth token serial number: FOXnAlaRVn5zw0Mr
2023-03-08 04:58:36.349Z | Connection update   | Networking     | Nickname of 76561198040779291@steam is now [FERNO].
2023-03-08 04:58:36.349Z | Connection update   | Networking     | Player [connId=8] (CharacterClassManager)) connected from IP 185.216.201.36 sent Do Not Track signal.
2023-03-08 04:59:32.708Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Scientist, has been killed by ZorroStep (76561198849112755@steam) playing as: SCP-173. Specific death reason: Died to SCP (ZorroStep, Scp173).
2023-03-08 05:00:17.313Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as NtfCaptain.
2023-03-08 05:00:17.316Z | Game Event          | Class change   | Player [FERNO] (76561198040779291@steam) respawned as NtfSergeant.
2023-03-08 05:00:17.319Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as NtfSergeant.
2023-03-08 05:00:17.319Z | Game Event          | Class change   | RespawnManager has successfully spawned 3 players as NineTailedFox!
2023-03-08 05:00:17.319Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) forced MTF respawn.
2023-03-08 05:03:09.190Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as Facility Guard, has been killed by ZorroStep (76561198849112755@steam) playing as: SCP-173. Specific death reason: Died to SCP (ZorroStep, Scp173).
2023-03-08 05:03:40.289Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Class-D Personnel, has died. Specific death reason: Tesla..
2023-03-08 05:04:10.038Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as NtfCaptain.
2023-03-08 05:04:10.041Z | Game Event          | Class change   | Player Cake_ (76561198059487799@steam) respawned as NtfSergeant.
2023-03-08 05:04:10.041Z | Game Event          | Class change   | RespawnManager has successfully spawned 2 players as NineTailedFox!
2023-03-08 05:06:14.860Z | Teamkill            | Class change   | Asmosnos (76561198129048837@steam), playing as Nine-Tailed Fox Captain, has been teamkilled by Affle (76561198027561465@steam) playing as: Facility Guard. Specific death reason: Shot by Affle with GunCrossvec to the 'Body' hitbox..
2023-03-08 05:08:28.956Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as ChaosRifleman.
2023-03-08 05:08:28.956Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as ChaosInsurgency!
2023-03-08 05:08:34.298Z | Teamkill            | Class change   | Cake_ (76561198059487799@steam), playing as Nine-Tailed Fox Sergeant, has been teamkilled by Cole (76561198069178724@steam) playing as: Nine-Tailed Fox Captain. Specific death reason: Shot by Cole with GunE11SR to the 'Headshot' hitbox..
2023-03-08 05:09:51.336Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as SCP-173, has died. Specific death reason: Melted by a highly corrosive substance..
2023-03-08 05:10:12.333Z | Kill                | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Class-D Personnel, has died. Specific death reason: Melted by a highly corrosive substance..
2023-03-08 05:10:36.817Z | Game Event          | Warhead        | [FERNO] (76561198040779291@steam) cancelled the Alpha Warhead detonation.
2023-03-08 05:10:37.153Z | Game Event          | Warhead        | [FERNO] (76561198040779291@steam) set the Alpha Warhead status to True.
2023-03-08 05:10:37.868Z | Game Event          | Warhead        | [FERNO] (76561198040779291@steam) cancelled the Alpha Warhead detonation.
2023-03-08 05:10:53.610Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Facility Guard, has been killed by Asmosnos (76561198129048837@steam) playing as: Chaos Insurgency Rifleman. Specific death reason: Shot by Asmosnos with GunAK to the 'Body' hitbox..
2023-03-08 05:12:12.510Z | Game Event          | Class change   | Player ZorroStep (76561198849112755@steam) respawned as NtfCaptain.
