2023-03-08 07:12:19.789Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 07:12:26.034Z | Connection update   | Networking     | 76561198057006321@steam preauthenticated from endpoint 73.66.121.218:57136.
2023-03-08 07:12:26.171Z | Connection update   | Networking     | 76561198040779291@steam preauthenticated from endpoint 185.216.201.36:65186.
2023-03-08 07:12:26.326Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:53846.
2023-03-08 07:12:26.336Z | Connection update   | Networking     | 76561198170133703@steam preauthenticated from endpoint 134.114.223.254:61662.
2023-03-08 07:12:26.460Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:60942.
2023-03-08 07:12:26.542Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:62876.
2023-03-08 07:12:27.461Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:62581.
2023-03-08 07:12:27.762Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:63857.
2023-03-08 07:12:31.735Z | Connection update   | Networking     | 76561198040779291@steam authenticated from endpoint 185.216.201.36:65186. Player ID assigned: 8. Auth token serial number: ZnOj17SZ6EmB20bn
2023-03-08 07:12:31.836Z | Connection update   | Networking     | Nickname of 76561198040779291@steam is now [FERNO].
2023-03-08 07:12:31.836Z | Connection update   | Networking     | Player [connId=1] (CharacterClassManager)) connected from IP 185.216.201.36 sent Do Not Track signal.
2023-03-08 07:12:32.446Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:60942. Player ID assigned: 2. Auth token serial number: KuGuNnBiZruHcMtN
2023-03-08 07:12:32.495Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 07:12:33.351Z | Connection update   | Networking     | 76561198057006321@steam authenticated from endpoint 73.66.121.218:57136. Player ID assigned: 5. Auth token serial number: vHLwqhgjFxbtMStg
2023-03-08 07:12:33.418Z | Connection update   | Networking     | Nickname of 76561198057006321@steam is now Voidpuddle.
2023-03-08 07:12:33.418Z | Connection update   | Networking     | Player [connId=2] (CharacterClassManager)) connected from IP 73.66.121.218 sent Do Not Track signal.
2023-03-08 07:12:33.656Z | Connection update   | Networking     | 76561198170133703@steam authenticated from endpoint 134.114.223.254:61662. Player ID assigned: 17. Auth token serial number: maq71Vq/gqApnicC
2023-03-08 07:12:33.725Z | Connection update   | Networking     | Nickname of 76561198170133703@steam is now SpectaKoo.
2023-03-08 07:12:34.116Z | Connection update   | Networking     | 76561198069178724@steam authenticated from endpoint 73.220.221.251:53846. Player ID assigned: 21. Auth token serial number: gL6Yymq6cuwpjat9
2023-03-08 07:12:34.184Z | Connection update   | Networking     | Nickname of 76561198069178724@steam is now Cole.
2023-03-08 07:12:34.873Z | Connection update   | Networking     | 76561198049007127@steam authenticated from endpoint 65.99.39.41:63857. Player ID assigned: 6. Auth token serial number: T8VFhwOQ8dbiCYYr
2023-03-08 07:12:35.025Z | Connection update   | Networking     | Nickname of 76561198049007127@steam is now I AM STRANGLO.
2023-03-08 07:12:35.027Z | Connection update   | Permissions    | I AM STRANGLO (76561198049007127@steam) has been assigned to group ADMIN.
2023-03-08 07:12:35.550Z | Connection update   | Networking     | 76561198059487799@steam authenticated from endpoint 76.144.31.151:62581. Player ID assigned: 22. Auth token serial number: GTVJG6hhUU/6wC47
2023-03-08 07:12:35.600Z | Connection update   | Networking     | Nickname of 76561198059487799@steam is now Cake_.
2023-03-08 07:12:35.602Z | Connection update   | Permissions    | Cake_ (76561198059487799@steam) has been assigned to group SERVER OWNER.
2023-03-08 07:12:35.856Z | Connection update   | Networking     | 76561198129048837@steam authenticated from endpoint 68.59.76.46:62876. Player ID assigned: 4. Auth token serial number: /4rZVmO5/XvzLrBm
2023-03-08 07:12:35.990Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 07:12:35.990Z | Connection update   | Networking     | Player [connId=6] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 07:12:40.948Z | Connection update   | Networking     | 76561198849112755@steam preauthenticated from endpoint 68.226.199.208:65080.
2023-03-08 07:13:17.759Z | Game Event          | Logger         | Round has been started.
2023-03-08 07:13:28.227Z | Remote Admin        | Class change   | Cake_ (76561198059487799@steam) changed role of player I AM STRANGLO (76561198049007127@steam) to SCP-939.
