2023-03-08 04:37:14.462Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 04:37:20.378Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:51639.
2023-03-08 04:37:20.698Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:64049.
2023-03-08 04:37:20.993Z | Connection update   | Networking     | 76561198211651404@steam preauthenticated from endpoint 162.250.131.76:12366.
2023-03-08 04:37:21.241Z | Connection update   | Networking     | 76561198059412587@steam preauthenticated from endpoint 174.80.111.156:54541.
2023-03-08 04:37:21.450Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:51631.
2023-03-08 04:37:21.519Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:51181.
2023-03-08 04:37:22.353Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:62111.
2023-03-08 04:37:26.284Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:51639. Player ID assigned: 24. Auth token serial number: eS4Z3tzKrMYw/uTF
2023-03-08 04:37:26.335Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 04:37:27.696Z | Connection update   | Networking     | 76561198069178724@steam authenticated from endpoint 73.220.221.251:64049. Player ID assigned: 21. Auth token serial number: opuKzOZGUM7cThR/
2023-03-08 04:37:27.782Z | Connection update   | Networking     | Nickname of 76561198069178724@steam is now Cole.
2023-03-08 04:37:28.252Z | Connection update   | Networking     | 76561198211651404@steam authenticated from endpoint 162.250.131.76:12366. Player ID assigned: 4. Auth token serial number: /ckwR2JtRkn2akGq
2023-03-08 04:37:28.336Z | Connection update   | Networking     | Nickname of 76561198211651404@steam is now Holo.
2023-03-08 04:37:28.559Z | Connection update   | Networking     | 76561198059412587@steam authenticated from endpoint 174.80.111.156:54541. Player ID assigned: 19. Auth token serial number: cT/LnDnXNy1OGAOF
2023-03-08 04:37:28.662Z | Connection update   | Networking     | Nickname of 76561198059412587@steam is now Del Roo.
2023-03-08 04:37:29.317Z | Connection update   | Networking     | 76561198849112755@steam preauthenticated from endpoint 68.226.199.208:64229.
2023-03-08 04:37:29.667Z | Connection update   | Networking     | 76561198059487799@steam authenticated from endpoint 76.144.31.151:51631. Player ID assigned: 15. Auth token serial number: yQXzqvIET1MVAZ8b
2023-03-08 04:37:29.716Z | Connection update   | Networking     | Nickname of 76561198059487799@steam is now Cake_.
2023-03-08 04:37:29.718Z | Connection update   | Permissions    | Cake_ (76561198059487799@steam) has been assigned to group SERVER OWNER.
2023-03-08 04:37:29.987Z | Connection update   | Networking     | 76561198049007127@steam authenticated from endpoint 65.99.39.41:62111. Player ID assigned: 9. Auth token serial number: vwhR7inTwYLKZSDe
2023-03-08 04:37:30.170Z | Connection update   | Networking     | Nickname of 76561198049007127@steam is now I AM STRANGLO.
2023-03-08 04:37:30.172Z | Connection update   | Permissions    | I AM STRANGLO (76561198049007127@steam) has been assigned to group ADMIN.
2023-03-08 04:37:30.491Z | Connection update   | Networking     | 76561198129048837@steam authenticated from endpoint 68.59.76.46:51181. Player ID assigned: 7. Auth token serial number: GHTONrJvZq3Kn9vl
2023-03-08 04:37:30.625Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 04:37:30.625Z | Connection update   | Networking     | Player [connId=7] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 04:37:56.318Z | Connection update   | Networking     | 76561198849112755@steam authenticated from endpoint 68.226.199.208:64229. Player ID assigned: 8. Auth token serial number: 4Z4meFDr3/JQ6DCt
2023-03-08 04:37:56.487Z | Connection update   | Networking     | Nickname of 76561198849112755@steam is now ZorroStep.
2023-03-08 04:38:14.325Z | Game Event          | Logger         | Round has been started.
2023-03-08 04:38:59.105Z | Remote Admin        | Class change   | Cake_ (76561198059487799@steam) changed role of player Cake_ (76561198059487799@steam) to SCP-939.
2023-03-08 04:41:23.283Z | Kill                | Class change   | Holo (76561198211651404@steam), playing as Facility Guard, has died. Specific death reason: Unknown cause of death..
2023-03-08 04:41:23.293Z | Connection update   | Networking     | Holo 76561198211651404@steam disconnected from IP address 162.250.131.76. Last class: Spectator (Spectator)
2023-03-08 04:43:10.576Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as Scientist, has been killed by Affle (76561198027561465@steam) playing as: Class-D Personnel. Specific death reason: Shot by Affle with GunCOM15 to the 'Headshot' hitbox..
2023-03-08 04:46:31.760Z | Game Event          | Class change   | Player ZorroStep (76561198849112755@steam) respawned as ChaosRifleman.
2023-03-08 04:46:31.760Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as ChaosInsurgency!
2023-03-08 04:52:40.624Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Chaos Insurgency Conscript, has been killed by Cake_ (76561198059487799@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Cake_) with LungeTarget..
2023-03-08 04:53:16.396Z | Game Event          | Warhead        | I AM STRANGLO (76561198049007127@steam) set the Alpha Warhead status to True.
2023-03-08 04:54:31.649Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as ChaosRifleman.
2023-03-08 04:54:31.649Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as ChaosInsurgency!
2023-03-08 04:56:38.924Z | Kill                | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Facility Guard, has been killed by Asmosnos (76561198129048837@steam) playing as: SCP-096. Specific death reason: Got slapped by SCP-096's right hand (Asmosnos)..
2023-03-08 04:56:41.250Z | Game Event          | Logger         | Round finished! Anomalies: 2 | Chaos: 4 | Facility Forces: 0 | D escaped percentage: 1 | S escaped percentage: : 0
2023-03-08 04:56:48.465Z | Teamkill            | Class change   | Affle (76561198027561465@steam), playing as Chaos Insurgency Conscript, has been teamkilled by Del Roo (76561198059412587@steam) playing as: Chaos Insurgency Conscript. Specific death reason: Shot by Del Roo with GunAK to the 'Headshot' hitbox..
2023-03-08 04:56:53.420Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
