2023-03-08 06:11:56.678Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 06:12:02.423Z | Connection update   | Networking     | 76561198040779291@steam preauthenticated from endpoint 185.216.201.36:58431.
2023-03-08 06:12:02.962Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:59189.
2023-03-08 06:12:03.449Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:63444.
2023-03-08 06:12:03.556Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:52080.
2023-03-08 06:12:03.733Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:59857.
2023-03-08 06:12:03.790Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:63777.
2023-03-08 06:12:03.865Z | Connection update   | Networking     | 76561198170133703@steam preauthenticated from endpoint 134.114.223.254:37199.
2023-03-08 06:12:10.287Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:63444. Player ID assigned: 20. Auth token serial number: Ds8CpN78cwak/fJA
2023-03-08 06:12:10.304Z | Connection update   | Networking     | 76561198040779291@steam authenticated from endpoint 185.216.201.36:58431. Player ID assigned: 19. Auth token serial number: 3OihEagUwgDfeyys
2023-03-08 06:12:10.338Z | Connection update   | Networking     | 76561198069178724@steam authenticated from endpoint 73.220.221.251:59189. Player ID assigned: 23. Auth token serial number: B711MNWsMBtjshFx
2023-03-08 06:12:10.344Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 06:12:10.415Z | Connection update   | Networking     | Nickname of 76561198040779291@steam is now [FERNO].
2023-03-08 06:12:10.415Z | Connection update   | Networking     | Player [connId=8] (CharacterClassManager)) connected from IP 185.216.201.36 sent Do Not Track signal.
2023-03-08 06:12:10.422Z | Connection update   | Networking     | Nickname of 76561198069178724@steam is now Cole.
2023-03-08 06:12:11.104Z | Connection update   | Networking     | 76561198170133703@steam authenticated from endpoint 134.114.223.254:37199. Player ID assigned: 25. Auth token serial number: SvQtHB7yWIRWYNto
2023-03-08 06:12:11.187Z | Connection update   | Networking     | Nickname of 76561198170133703@steam is now SpectaKoo.
2023-03-08 06:12:11.211Z | Connection update   | Networking     | 76561198049007127@steam authenticated from endpoint 65.99.39.41:52080. Player ID assigned: 14. Auth token serial number: yGP3bMjaYEZ1CYXf
2023-03-08 06:12:11.377Z | Connection update   | Networking     | Nickname of 76561198049007127@steam is now I AM STRANGLO.
2023-03-08 06:12:11.379Z | Connection update   | Permissions    | I AM STRANGLO (76561198049007127@steam) has been assigned to group ADMIN.
