2023-03-08 04:20:40.784Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 04:20:47.158Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:64323.
2023-03-08 04:20:47.264Z | Connection update   | Networking     | 76561198069178724@steam preauthenticated from endpoint 73.220.221.251:60859.
2023-03-08 04:20:47.455Z | Connection update   | Networking     | 76561198211651404@steam preauthenticated from endpoint 162.250.131.76:12376.
2023-03-08 04:20:47.466Z | Connection update   | Networking     | 76561198059412587@steam preauthenticated from endpoint 174.80.111.156:55850.
2023-03-08 04:20:47.825Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:60708.
2023-03-08 04:20:47.831Z | Connection update   | Networking     | 76561198059487799@steam preauthenticated from endpoint 76.144.31.151:55854.
2023-03-08 04:20:48.476Z | Connection update   | Networking     | 76561198049007127@steam preauthenticated from endpoint 65.99.39.41:62279.
2023-03-08 04:20:52.171Z | Connection update   | Networking     | 76561199073038986@steam preauthenticated from endpoint 47.227.158.0:44106.
2023-03-08 04:20:53.055Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:64323. Player ID assigned: 13. Auth token serial number: J6UsCgvJTo6Wi1Hs
2023-03-08 04:20:53.108Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 04:20:54.398Z | Connection update   | Networking     | 76561198069178724@steam authenticated from endpoint 73.220.221.251:60859. Player ID assigned: 14. Auth token serial number: oiGu5n4H7xtK8BxS
2023-03-08 04:20:54.484Z | Connection update   | Networking     | Nickname of 76561198069178724@steam is now Cole.
2023-03-08 04:20:54.616Z | Connection update   | Networking     | 76561198211651404@steam authenticated from endpoint 162.250.131.76:12376. Player ID assigned: 18. Auth token serial number: z4lc6JV3U2sqvSt7
2023-03-08 04:20:54.699Z | Connection update   | Networking     | Nickname of 76561198211651404@steam is now Holo.
2023-03-08 04:20:54.803Z | Connection update   | Networking     | 76561198059412587@steam authenticated from endpoint 174.80.111.156:55850. Player ID assigned: 12. Auth token serial number: He0suO8W8YbVRZt3
2023-03-08 04:20:54.920Z | Connection update   | Networking     | Nickname of 76561198059412587@steam is now Del Roo.
2023-03-08 04:20:55.172Z | Connection update   | Networking     | 76561198849112755@steam preauthenticated from endpoint 68.226.199.208:62885.
2023-03-08 04:20:55.388Z | Connection update   | Networking     | 76561198059487799@steam authenticated from endpoint 76.144.31.151:55854. Player ID assigned: 23. Auth token serial number: 7LKxE2n3q0qH3J09
2023-03-08 04:20:55.439Z | Connection update   | Networking     | Nickname of 76561198059487799@steam is now Cake_.
2023-03-08 04:20:55.441Z | Connection update   | Permissions    | Cake_ (76561198059487799@steam) has been assigned to group SERVER OWNER.
2023-03-08 04:20:56.775Z | Connection update   | Networking     | 76561198049007127@steam authenticated from endpoint 65.99.39.41:62279. Player ID assigned: 2. Auth token serial number: KcKhZ/tkZdqoD7jm
2023-03-08 04:20:56.924Z | Connection update   | Networking     | Nickname of 76561198049007127@steam is now I AM STRANGLO.
2023-03-08 04:20:56.926Z | Connection update   | Permissions    | I AM STRANGLO (76561198049007127@steam) has been assigned to group ADMIN.
2023-03-08 04:20:57.158Z | Connection update   | Networking     | 76561198129048837@steam authenticated from endpoint 68.59.76.46:60708. Player ID assigned: 1. Auth token serial number: DiyT9d2ekb2gHqsX
2023-03-08 04:20:57.309Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 04:20:57.309Z | Connection update   | Networking     | Player [connId=2] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 04:20:58.258Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as None, has died. Specific death reason: Unknown cause of death..
2023-03-08 04:20:58.260Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Spectator (Spectator)
2023-03-08 04:21:21.673Z | Connection update   | Networking     | 76561198849112755@steam authenticated from endpoint 68.226.199.208:62885. Player ID assigned: 22. Auth token serial number: nV8OtN1EvHPvzq5f
2023-03-08 04:21:21.806Z | Connection update   | Networking     | Nickname of 76561198849112755@steam is now ZorroStep.
2023-03-08 04:21:33.128Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) enabled round lock.
2023-03-08 04:21:35.428Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) disabled round lock.
2023-03-08 04:21:35.711Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) enabled lobby lock.
2023-03-08 04:21:38.580Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) disabled lobby lock.
2023-03-08 04:22:18.618Z | Game Event          | Logger         | Round has been started.
2023-03-08 04:22:37.918Z | Connection update   | Networking     | 76561198129048837@steam preauthenticated from endpoint 68.59.76.46:51813.
2023-03-08 04:22:57.497Z | Connection update   | Networking     | 76561198129048837@steam authenticated from endpoint 68.59.76.46:51813. Player ID assigned: 20. Auth token serial number: auLlpLrkz7aG/69e
2023-03-08 04:22:57.616Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 04:22:57.616Z | Connection update   | Networking     | Player [connId=9] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 04:23:18.713Z | Remote Admin        | Class change   | Cake_ (76561198059487799@steam) changed role of player Asmosnos (76561198129048837@steam) to SCP-939.
2023-03-08 04:24:25.911Z | Remote Admin        | Class change   | Cake_ (76561198059487799@steam) changed role of player Asmosnos (76561198129048837@steam) to SCP-939.
2023-03-08 04:25:07.757Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Facility Guard, has been killed by Holo (76561198211651404@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Holo) with Claw..
2023-03-08 04:25:17.033Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as SCP-939, has died. Specific death reason: Decayed in the Pocket Dimension..
2023-03-08 04:25:37.640Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Facility Guard, has been killed by Holo (76561198211651404@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Holo) with Claw..
2023-03-08 04:26:12.759Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) teleported themself to player Holo (76561198211651404@steam).
2023-03-08 04:26:22.865Z | Remote Admin        | Class change   | Cake_ (76561198059487799@steam) changed role of player Asmosnos (76561198129048837@steam) to SCP-106.
2023-03-08 04:26:30.208Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) brought player Asmosnos (76561198129048837@steam).
2023-03-08 04:26:39.508Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) teleported themself to player I AM STRANGLO (76561198049007127@steam).
2023-03-08 04:27:00.350Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as NtfCaptain.
2023-03-08 04:27:00.353Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as NtfSergeant.
2023-03-08 04:27:00.353Z | Game Event          | Class change   | RespawnManager has successfully spawned 2 players as NineTailedFox!
2023-03-08 04:28:38.928Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Nine-Tailed Fox Captain, has been killed by Holo (76561198211651404@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Holo) with Claw..
2023-03-08 04:28:40.756Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Holo (76561198211651404@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Holo) with Claw..
2023-03-08 04:31:39.417Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as NtfCaptain.
2023-03-08 04:31:39.419Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as NtfSergeant.
2023-03-08 04:31:39.419Z | Game Event          | Class change   | RespawnManager has successfully spawned 2 players as NineTailedFox!
2023-03-08 04:32:04.782Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as Class-D Personnel, has been killed by Holo (76561198211651404@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Holo) with Claw..
2023-03-08 04:32:07.019Z | Kill                | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Class-D Personnel, has been killed by Cole (76561198069178724@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Shot by Cole with GunE11SR to the 'Body' hitbox..
2023-03-08 04:32:11.843Z | Teamkill            | Class change   | Cole (76561198069178724@steam), playing as Nine-Tailed Fox Sergeant, has been teamkilled by Affle (76561198027561465@steam) playing as: Scientist. Specific death reason: Shot by Affle with GunE11SR to the 'Body' hitbox..
2023-03-08 04:32:18.535Z | Teamkill            | Class change   | Affle (76561198027561465@steam), playing as Scientist, has been teamkilled by Del Roo (76561198059412587@steam) playing as: Nine-Tailed Fox Captain. Specific death reason: Shot by Del Roo with GunE11SR to the 'Headshot' hitbox..
2023-03-08 04:34:29.636Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Nine-Tailed Fox Captain, has died. Specific death reason: Decayed in the Pocket Dimension..
2023-03-08 04:35:43.866Z | Game Event          | Class change   | Player Affle (76561198027561465@steam) respawned as ChaosMarauder.
2023-03-08 04:35:43.876Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as ChaosRepressor.
2023-03-08 04:35:43.879Z | Game Event          | Class change   | Player I AM STRANGLO (76561198049007127@steam) respawned as ChaosRifleman.
2023-03-08 04:35:43.881Z | Game Event          | Class change   | Player Cake_ (76561198059487799@steam) respawned as ChaosRifleman.
2023-03-08 04:35:43.884Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as ChaosRifleman.
2023-03-08 04:35:43.884Z | Game Event          | Class change   | RespawnManager has successfully spawned 5 players as ChaosInsurgency!
2023-03-08 04:37:00.654Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as Class-D Personnel, has been killed by Holo (76561198211651404@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Holo) with Claw..
2023-03-08 04:37:01.464Z | Game Event          | Logger         | Round finished! Anomalies: 2 | Chaos: 5 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 0
2023-03-08 04:37:13.659Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 04:37:13.660Z | Connection update   | Networking     | Holo 76561198211651404@steam disconnected from IP address 162.250.131.76. Last class: Scp939 (SCP-939)
2023-03-08 04:37:13.661Z | Connection update   | Networking     | Del Roo 76561198059412587@steam disconnected from IP address 174.80.111.156. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 04:37:13.700Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Scp106 (SCP-106)
2023-03-08 04:37:13.712Z | Connection update   | Networking     | ZorroStep 76561198849112755@steam disconnected from IP address 68.226.199.208. Last class: Spectator (Spectator)
2023-03-08 04:37:13.718Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: ChaosMarauder (Chaos Insurgency Repressor)
2023-03-08 04:37:13.849Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: ChaosRepressor (Chaos Insurgency Marauder)
2023-03-08 04:37:13.851Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
